id,tweet,subtask_c,tweet_cleaned,subtask_c_ii,subtask_c_iii
87934,"4. (Part 2) Didn't have to think too hard to come up with Gabriel. They're a lizard themed, glitter bombing, antifa mech pilot using their superhero powers to take down corrupt logging companies. They're a buff lesbian with hearts on their uniform. Literally what's not to love?",GRP,4 part 2 didnt have to think too hard to come up with gabriel theyre a lizard themed glitter bombing antifa mech pilot using their superhero powers to take down corrupt logging companies theyre a buff lesbian with hearts on their uniform literally whats not to love,OTH,GRP
27455,"#Liberals / #Democrats THIS is what you stand for. If not, then #WalkAway URL",GRP,this is what you stand for if not then,OTH,GRP
83466,#Beeto Just Demonstrated How To Lose An Election In #Texas   URL #MAGA @USER #rkba @USER #DVC,IND,just demonstrated how to lose an election in,IND,
48657,And have a bitch thinking you niggas have money and you tf don’t.,GRP,and have a bitch thinking you niggas have money and you tf don’t,OTH,GRP
86611,"#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations. URL",GRP,are disgusting they only believe women who accuse conservatives of abuse crimes when liberals are accused they ignore the accusations,OTH,GRP
12193,#ChristineBlaseyFord is only being harassed by members of the Antifa the radical arm of the Democratic Party funded by George Soros.  #VoteRedToSaveAmerica,GRP,is only being harassed by members of the antifa the radical arm of the democratic party funded by george soros,OTH,GRP
63985,"50 Cent Calls Out Joe Budden's Bullshit"" On Instagram URL URL",IND,50 cent calls out joe buddens bullshit on instagram,IND,
20522,"#bb20 actually question why do people want Jc to win more than Angela? He has been way meaner, says the n word repeatly, makes fun of eating disorders, and sexually harasses houseguests.She is just as much as an underdog to win so dont use that excuse. #bb20  #tangela",IND,actually question why do people want jc to win more than angela he has been way meaner says the n word repeatly makes fun of eating disorders and sexually harasses houseguestsshe is just as much as an underdog to win so dont use that excuse,IND,
70324,Alright let me get right with God bc Mother Nature is like fuck humans URL,GRP,alright let me get right with god bc mother nature is like fuck humans,OTH,GRP
89329,#Hillary and @ least 16 other #AngryDemocrats #WorldWarQ #WWG1WGA #MAGA #RedTsunami #AmericaFirst #WalkAway #Truth URL,OTH,and  least 16 other,OTH,OTH
11100,#Antifa is recruiting for a designated #terrorist organization URL,OTH,is recruiting for a designated  organization,OTH,OTH
83240,#Hypocrites #DemocratsHateAmerica #LiberalismIsAMentalDisorder EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT... URL,GRP,everything liberals touch turns to absolute shit,OTH,GRP
81890,@USER @USER As I have said the media and money Soros with dip shit Waters is creating a civil war.,IND,as i have said the media and money soros with dip shit waters is creating a civil war,IND,
72037,#Texas Ted Cruz campaign is sending people solicitations disguised as official looking county summons. Elderly residents have been confused by the notice to appear. He is so skeezy.    URL,IND,ted cruz campaign is sending people solicitations disguised as official looking county summons elderly residents have been confused by the notice to appear he is so skeezy,IND,
94607,Anyone who finds M*neta's behavior funny can fuck off and die,GRP,anyone who finds mnetas behavior funny can fuck off and die,OTH,GRP
72531,#GoodMorningAmerica  #TuesdayMotivation #Thankyou #FatherGod the #Americanpeople will begin to see the #truth about our #governmentcorruption @USER @USER @USER #mediaCorruption #NoRedaction #DeclassifyFISA #Declassification completely #Obama #HillaryClinton #Lies #Leakers #liberals URL,OTH,the  will begin to see the  about our         completely,OTH,OTH
98575,"@USER The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.",IND,the difference between you and i as i stated before and this inane asinine comment have solidified is i bring facts and truth while all you have is lies and bullshit present a single shred of credible evidence to support a single thing youve just said lies is all youve got,IND,
58342,@USER Damn I felt this shit. Why you so loud lol,IND,damn i felt this shit why you so loud lol,IND,
39429,#MSNBC #Hardball @USER Bingo you are absolutely correct he cannot bring President Obama down. He can’t get over how President Obama humiliated him at the White House correspondents dinner and I can guarantee you that is a definite driver of his hate for President Obama,IND,bingo you are absolutely correct he cannot bring president obama down he can’t get over how president obama humiliated him at the white house correspondents dinner and i can guarantee you that is a definite driver of his hate for president obama,IND,
18786,#CnnIsFakeNews @USER @USER you wonder why your ratings suck... #cnnisajoke #FakeNews #MAGA URL,OTH,you wonder why your ratings suck,OTH,OTH
67049,"#JoeScarborough is a vile excuse for a journalist"". Here he is criticizing #Trump yet refuses to come clean about the death of an intern in his office. Stop talking about everyone else and start talking about YOUR INVOLVEMENT WITH #LORIKLAUSUTIS. @USER",IND,is a vile excuse for a journalist here he is criticizing  yet refuses to come clean about the death of an intern in his office stop talking about everyone else and start talking about your involvement with,IND,
98216,"The Dregs of Society""... more LABELINGand DEHUMANIZING Conservatives.I suggest,WE, Conservatives keep OUR ammo dry and OUR guns loaded..If the Fascist Liberal Left THINK Conservatives WILL go quietly into internment camps or slaughtered in the streets they NEED a REALITY check. URL",OTH,the dregs of society more labelingand dehumanizing conservativesi suggestwe conservatives keep our ammo dry and our guns loadedif the fascist liberal left think conservatives will go quietly into internment camps or slaughtered in the streets they need a reality check,OTH,OTH
37649,#Feinstein you cant say anything truthful.  You are a loers and liar. URL,IND,you cant say anything truthful  you are a loers and liar,IND,
59751,#Nigeria #Naija #9ja 'You are the most incompetent leader in Nigeria’s history' – Atiku blasts Buhari URL By championnewsng Via URL,IND,you are the most incompetent leader in nigeria’s history – atiku blasts buhari  by championnewsng via,IND,
92215,"#Emmys  Well, most of those ex-crackheads are liberals and Democrats; so ...",GRP,well most of those excrackheads are liberals and democrats so,OTH,GRP
22311,@USER #Diversity only works when those joining the new group want to be a part of the team.   #Islam hates every non-Muslim   #Fail  #Unicorns,GRP,only works when those joining the new group want to be a part of the team    hates every nonmuslim,OTH,GRP
75125,// SO WANT TO KICK TWITTERFUCK ASS.,OTH,so want to kick twitterfuck ass,OTH,OTH
21354,"#FailedDemFeinstein should have quit decades ago. She is a disgrace.  Feinstein blames GOP after Kavanaugh accuser stays mum, admits 'I can't say everything's truthful'  URL",IND,should have quit decades ago she is a disgrace  feinstein blames gop after kavanaugh accuser stays mum admits i cant say everythings truthful,IND,
22594,@USER @USER @USER Fascism was also against liberals as is Antifa according to your meme.,GRP,fascism was also against liberals as is antifa according to your meme,OTH,GRP
33394,". a grown ass woman, probably 10 years older than me is currently spreading rumors rather than talking to me about it, nice work you got there satan ❤️",IND,a grown ass woman probably 10 years older than me is currently spreading rumors rather than talking to me about it nice work you got there satan,IND,
56513,#Conservatives don’t care what you post..it’s @USER propaganda.. URL,OTH,don’t care what you postit’s  propaganda,OTH,OTH
59691,#IDIOTS Is there nothing beneath them? Lol. What fools Liberals are! #MAGA #KAG 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 URL,GRP,is there nothing beneath them lol what fools liberals are,OTH,GRP
41997,@USER The kindest explanation is that he is tone-deaf.  It's hard to feel kind when he and his ilk do this repeatedly.,IND,the kindest explanation is that he is tonedeaf  its hard to feel kind when he and his ilk do this repeatedly,IND,
56637,"#AmazonPets Etta can be tricky to photograph because of her colouring, but she is BEAUTIFUL and she knows it. She is in charge, has first dibs on treats, and will shout for our attention whenever she comes in the house. She kills wild rabbits but hangs out in the hutch with ours. URL",IND,etta can be tricky to photograph because of her colouring but she is beautiful and she knows it she is in charge has first dibs on treats and will shout for our attention whenever she comes in the house she kills wild rabbits but hangs out in the hutch with ours,IND,
97410,#GeoffreyOwens niggas don’t really understand...levels to career pursuits,IND,niggas don’t really understandlevels to career pursuits,IND,
77746,"...what about death _metal_? I want more death METAL... Tell me, you hateful Keebler Elf, WHERE CAN I HAVE MORE DEATH METAL???? URL",IND,what about death metal i want more death metal tell me you hateful keebler elf where can i have more death metal,IND,
17704,"#Kavanaugh is a disciple of Anthony Kennedy, who 🎁ed liberals w/3 unconstitutional opinions! He's Trump's con to con conservatives to 🤔ing #SCOTUS is moving right! Were @USER smart, they'd do everything to get BK the 🏁. But they won't! Idiots! #TuesdayThoughts URL",GRP,is a disciple of anthony kennedy who ed liberals w3 unconstitutional opinions hes trumps con to con conservatives to ing  is moving right were  smart theyd do everything to get bk the  but they wont idiots,OTH,GRP
61674,#America  ... tear down that #Wall! URL #tcot #partisanship #Trump #thewall #Borderwall #liberty #civilsociety #think #Conservatives #Democrats #Progressives #liberals #Independent #libertarians #GOP #DNC #CriticalThinking,GRP,tear down that,OTH,GRP
39860,Am I a dickhead ???? Probably yes,IND,am i a dickhead  probably yes,IND,
79934,@USER 'cause everyone knows a real leader falls into a van like a sack of potatoes.....,IND,cause everyone knows a real leader falls into a van like a sack of potatoes,IND,
55048,"#BoycottNike campaign must continue and grow  Paying overseas staff $0.20 an hour is not okay because your staff is over there"".   You are exploiting poor women/men in the world.  This is more than Americans can stand. URL",OTH,campaign must continue and grow  paying overseas staff 020 an hour is not okay because your staff is over there   you are exploiting poor womenmen in the world  this is more than americans can stand,OTH,OTH
76833,"#NEWS Jeff Sessions: If you want more death, 'listen to the ACLU, Antifa, Black Lives Matter'"" URL #CNBC""",OTH,jeff sessions if you want more death listen to the aclu antifa black lives matter,OTH,OTH
55832,#David #Miliband #DavidMiliband flew away  in #NewYork to be with the #US #Liberals #Democrats - had to flee #Corbynists hatred of Jews,GRP,flew away  in  to be with the     had to flee  hatred of jews,OTH,GRP
32056,Anyway this game sucks :),OTH,anyway this game sucks,OTH,OTH
67841,#ibelieveblaseyford is liar she is fat ugly libreal #snowflake she sold her  herself to get some cash !! From dems and Iran  ! Why she spoke after  #JohnKerryIranMeeting ?,IND,is liar she is fat ugly libreal  she sold her  herself to get some cash  from dems and iran   why she spoke after,IND,
94427,#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli URL,OTH,do not represent all canadians   they are authoritarian scum,OTH,OTH
96594,"#Ford's attorney says she's receiving death threats and has had to move her family to safety"". Where's the proof that #Democrats #Antifa are not doing this to promote this circus?""",GRP,s attorney says shes receiving death threats and has had to move her family to safety wheres the proof that   are not doing this to promote this circus,OTH,GRP
62689,#scottgimple ruined #TheWalkingDead and now he is doing the same to #FearTWD . Hope the checks cash forever because he should never get another job. #AMC,IND,ruined  and now he is doing the same to   hope the checks cash forever because he should never get another job,IND,
35968,Another season for Tom Brady to give it to these niggas,GRP,another season for tom brady to give it to these niggas,OTH,GRP
14516,"#LifeIsButepu when you are black and can say the word nigga"". Feel me my niggas??? URL",GRP,when you are black and can say the word nigga feel me my niggas,OTH,GRP
15866,#Austerity Low pay #TuitionFees  Lack of housing Wages falling #UniversalCredit Unaffordable rents #NHS crisis Crap railways Empty shops #Brexit No deal exit from EU #Windrush #Grenfell   In just 8 short years the @USER have completely fucked the UK,IND,low pay   lack of housing wages falling  unaffordable rents  crisis crap railways empty shops  no deal exit from eu     in just 8 short years the  have completely fucked the uk,IND,
57185,"@USER #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti URL",GRP,are afraid justice is coming  is a scam just like the,OTH,GRP
91430,"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻",OTH,3 days before bbc radio 2’s festival in a day they decide to tell us that their headline act isn’t coming anymore thanks a lot now i’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me,OTH,OTH
29203,#tytlive Trump needs to go because he is a danger to the country and the world.  Any way we can get rid of him is good,IND,trump needs to go because he is a danger to the country and the world  any way we can get rid of him is good,IND,
27913,"@USER #DavidHogg, you're nobody.",IND,youre nobody,IND,
46410,"#DeSantis=DeRacist, as bad a choice as he is, he “distanced” himself from the Prez’s comments today questioning any deaths in Puerto Rico from Hurricane Maria @USER @USER #whataputz",IND,deracist as bad a choice as he is he “distanced” himself from the prez’s comments today questioning any deaths in puerto rico from hurricane maria,IND,
16856,@USER @USER I'll use that one the next time im in a gun control debate or in a debate about free speech or taxes. Yes you can choose to be irresponsible or choose not to be. I argue responsible. Whats wrong with that? Don't justify murder by saying it was never alive or its my right.,GRP,ill use that one the next time im in a gun control debate or in a debate about free speech or taxes yes you can choose to be irresponsible or choose not to be i argue responsible whats wrong with that dont justify murder by saying it was never alive or its my right,OTH,GRP
89200,@USER @USER Who the hell does he think he is?,IND,who the hell does he think he is,IND,
45269,#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. URL,GRP,everything liberals touch turns to absolute shit,OTH,GRP
15437,88% of these niggas have podcasts and YouTube channels dedicated to this and shit ain’t getting solved so URL,GRP,88 of these niggas have podcasts and youtube channels dedicated to this and shit ain’t getting solved so,OTH,GRP
91472,Anytime I randomly bust out laughing it’s because I remembered some dumb shit Albria said 😭😭,IND,anytime i randomly bust out laughing it’s because i remembered some dumb shit albria said,IND,
98531,@USER @USER 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck,GRP,you do not like the jewish people because you all claims they are holding all the money sound familiar your left wing libtard  family is the family of the kkk you do not hate jews that’s funny gun control even funnier good luck,OTH,GRP
98685,#Liberals always up to dirty tricks to get their way. 👇👇 URL,GRP,always up to dirty tricks to get their way,OTH,GRP
31665,#Conservatives are more upset about #bertenernie being #gay than having a #sexualpredator in the @USER a hooker as @USER and a #rapist as #supremecourtjustice,GRP,are more upset about  being  than having a  in the  a hooker as  and a  as,OTH,GRP
38732,#Antifa protest in #Athens for the 5 years after the murder of Pavlos Fyssas by Golden Dawn.  Their voters are complicit to their crimes. #KillahP URL,GRP,protest in  for the 5 years after the murder of pavlos fyssas by golden dawn  their voters are complicit to their crimes,OTH,GRP
46983,"#Conservatives just like old #Garbage bags blowing in the wind, here's an old garbage bag now... URL",OTH,just like old  bags blowing in the wind heres an old garbage bag now,OTH,OTH
22067,#Bakersfield is why we need gun control! Sorry for the victims other than the gunman himself I hope he rots in hell!,IND,is why we need gun control sorry for the victims other than the gunman himself i hope he rots in hell,IND,
79756,#HonourSacrificeBoycottMatch I hope d human rights rats r happy!hope Sidhu is happy!  I hope d liberals r happy! Let’s play cricket wth thm let’s thank thm 4 wht they r doing 2our soldiers Let’s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride,GRP,i hope d human rights rats r happyhope sidhu is happy  i hope d liberals r happy let’s play cricket wth thm let’s thank thm 4 wht they r doing 2our soldiers let’s celebrate our impotence funny a piddly little nation like pak is taking us 4 a ride,OTH,GRP
99563,#ConfirmKavanaugh ✅ #Kavanaugh #SCOTUS #POTUS45 #PresidentTrump #AmericaFirst #MAGA#KAG 🚫Anti #Trump liberal activist Accuser  #Ford makes accusation but  not willing to be subject 2 B question? Suffer the consequence of filing a false charge #LockHerUp  URL,IND,anti  liberal activist accuser   makes accusation but  not willing to be subject 2 b question suffer the consequence of filing a false charge,IND,
23542,"#Resist traitors caught on video breaking our laws to further their #Communist #Socialism ways and slow down the #Trump agenda. They are the DC Chapter of Democrat Socialists of America. Forget anTifa, that is a distraction from the real Resistance. #MAGA  URL",GRP,traitors caught on video breaking our laws to further their   ways and slow down the  agenda they are the dc chapter of democrat socialists of america forget antifa that is a distraction from the real resistance,OTH,GRP
83416,"#ChristineBlaseyFord was grinding #Kavanaugh at a party almost 40yrs ago.....You gotta love the age, of this ridiculous #MeToo movement   Just swear #Kavanaugh in already and get this over with, before #liberals have an anxiety attack like 11/8/16 URL",OTH,was grinding  at a party almost 40yrs agoyou gotta love the age of this ridiculous  movement   just swear  in already and get this over with before  have an anxiety attack like 11816,OTH,OTH
67418,"#CoryBooker is not a hero, he is an American traitor and should be treated as such. Arrest, prosecute, and  carry out sentence. #KavanaughConfirmation URL via @USER",IND,is not a hero he is an american traitor and should be treated as such arrest prosecute and  carry out sentence   via,IND,
58632,100 Round Goon Bitch Is You Kiddin Me🤣,IND,100 round goon bitch is you kiddin me,IND,
35612,@USER #MoreBS = MORE #BARRYSOETOROBULLSHIT,IND,more,IND,
96905,"#tytlive OMG how can a Latino faith based woman think that Trump is Christian.  Wow, he is the poster child for immorality and hating Latinos",IND,omg how can a latino faith based woman think that trump is christian  wow he is the poster child for immorality and hating latinos,IND,
79778,@USER #Carrey is a #pervert himself!,IND,is a  himself,IND,
90328,@USER nigga are you stupid your trash dont play with him play with your bitch 😂,IND,nigga are you stupid your trash dont play with him play with your bitch,IND,
71350,#NoOneAskMe But here's my opinion #offset keeping this beef up between #cardiB and @USER he know Cardi slow and believe everything he says.. She is his meal ticket. I just think #offset need to sit his ugly ass down.,IND,but heres my opinion  keeping this beef up between  and  he know cardi slow and believe everything he says she is his meal ticket i just think  need to sit his ugly ass down,IND,
43782,#ICYMI - Liberals' Favorite Myth That Obama Was a Law Professor Is Now Destroyed?! URL,IND,liberals favorite myth that obama was a law professor is now destroyed,IND,
58287,@USER To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?,IND,to demonstrate how wholly incapable of carrying a thought to its logical conclusion she is,IND,
32061,And she has a pet??? Fucking disgusting URL,IND,and she has a pet fucking disgusting,IND,
63129,"#LiberalHypocrisy #TacoBell When Liberals ask why your against illegal immigration? Taco Bell Employee: No Habla Ingles!"" URL",IND,when liberals ask why your against illegal immigration taco bell employee no habla ingles,IND,
74797,#BlackInkCrewCHI lily they don’t hate you....you Hate you. You are your own worst enemy cause you let your anger get in the way I legit feel like Shes one of the kids I Work with at my job,IND,lily they don’t hate youyou hate you you are your own worst enemy cause you let your anger get in the way i legit feel like shes one of the kids i work with at my job,IND,
25177,#JusticeForSoniasFather  Mr Usman buzdar sb! please respond to Sonia Iqbal daughter of PTI counsellor from okara whose father was killed during elections by nawaz league killers. She is saying she will commit suicide in front of media. Where is justice?,OTH,mr usman buzdar sb please respond to sonia iqbal daughter of pti counsellor from okara whose father was killed during elections by nawaz league killers she is saying she will commit suicide in front of media where is justice,OTH,OTH
87428,@USER - WORST POTUS.  EVER!,IND,worst potus  ever,IND,
39400,#Conservatives have no genetic ability to understand #hypocrisy or #irony. Right wing ideology gets ya all twisted in knots. #onpoli  #Ontario  #PartyOfYesteryear  @USER  #FraudNation URL,GRP,have no genetic ability to understand  or  right wing ideology gets ya all twisted in knots,OTH,GRP
88745,#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what,IND,i dont believe  she is a lying pos i live near a police stationi hope and pray a cop doesnt bust up in my house thinking its hishers and kills memy godwepeople of color are police preywere always in police crosshairsno matter what,IND,
70443,"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! URL",GRP,september 22 stop the fascist nvu in,OTH,GRP
90327,And that’s why you were at NYFW cause your such a class act.. getcho wack ass outta here URL,IND,and that’s why you were at nyfw cause your such a class act getcho wack ass outta here,IND,
65545,#GreatestThingsAboutThe90s liberals weren’t unhinged,GRP,liberals weren’t unhinged,OTH,GRP
58543,"#Conservatives We mus pray for liberals. They trooly kno knot watt they do. I was brot up socialist democrat, by my wonderful, but, ignorant parents. I served inda military. I learnd I can serve Christ, too. Eye reel -eyesed CONSERVATIVISM was more closely aligned w God.",IND,we mus pray for liberals they trooly kno knot watt they do i was brot up socialist democrat by my wonderful but ignorant parents i served inda military i learnd i can serve christ too eye reel eyesed conservativism was more closely aligned w god,IND,
79222,"#disarmthem #antifa Please NO ONE be stupid enough to do this. Most of us DO NOT open carry, most of us carry concealed. Anyone stupid enough to do this, that is considered an act of aggression and you will be shot We also carry more than one weapon. We shoot to kill, not maim.",GRP,please no one be stupid enough to do this most of us do not open carry most of us carry concealed anyone stupid enough to do this that is considered an act of aggression and you will be shot we also carry more than one weapon we shoot to kill not maim,OTH,GRP
72401,"@USER * Puerto Rico is destroyed; more than 3,000 die * Trump visits, and throws paper rolls at people * 11 months later, Puerto Rico is still waiting for help * Trump says everything is fine, and his visit was a great success  🤔",IND,puerto rico is destroyed more than 3000 die  trump visits and throws paper rolls at people  11 months later puerto rico is still waiting for help  trump says everything is fine and his visit was a great success,IND,
31354,All these sick ass ppl from school gave me something and now I have to chug down this nasty drink so it can go away🙃,OTH,all these sick ass ppl from school gave me something and now i have to chug down this nasty drink so it can go away,OTH,OTH
29008,#Conservatives are #dumberthandogshit is the central point of my tweet,OTH,are  is the central point of my tweet,OTH,OTH
41590,@USER #Rosie makes me nauseous!🤮 URL,IND,makes me nauseous,IND,
72523,#FemiNazis are Liberals so #MeToo only counts when they blame a non-Liberal man. #Bizarro  #KAG2018 ❤️🇺🇸 URL,GRP,are liberals so  only counts when they blame a nonliberal man,OTH,GRP
14640,"#BREXIT deal HAS been reached - and will be unveiled at special summit in NOVEMBER, Has @USER sold out the #UK to the eu??? She better have not or the @USER are finished!! @USER URL",OTH,deal has been reached  and will be unveiled at special summit in november has  sold out the  to the eu she better have not or the  are finished,OTH,OTH
74909,#crazyredhead in very #angry at the #orange #cheeto  Who claims to be our #president .  She will never accept it.  Denying all the lives lost in Puerto Rico? He is a #monster #… URL,IND,in very  at the    who claims to be our    she will never accept it  denying all the lives lost in puerto rico he is a  …,IND,
96397,"#EuropaLeague Song the EU, cash your remaining chips in and p*ss off 👍 You've played all your cards and liberals in the U.S too.  Brexiteers and Trump takes it all so be nice eh and life'll be better for everyone.  URL",GRP,song the eu cash your remaining chips in and pss off  youve played all your cards and liberals in the us too  brexiteers and trump takes it all so be nice eh and lifell be better for everyone,OTH,GRP
34030,$1500 for a phone. You all are fucking dumb.,GRP,1500 for a phone you all are fucking dumb,OTH,GRP
29113,"#Kavanaugh The moment #BlaseyFord is exposed as a fraud, expect a new accuser to surface. Liberals are a one trick pony. #LiberalismIsAMentalDisorder",GRP,the moment  is exposed as a fraud expect a new accuser to surface liberals are a one trick pony,OTH,GRP
11286,"#BCOG @USER she is cool, confident, cocky, and she kicks ass!!! @USER @USER @USER URL",IND,she is cool confident cocky and she kicks ass,IND,
41821,@USER oh fuck off 😂😂,IND,oh fuck off,IND,
76379,#LiberalHypocrisy #criminal #democrat #evidence #ellison #liberals #Hypocrites Keith Ellison domestic violence accuser says Democratic party doesn't believe her story  URL,GRP,keith ellison domestic violence accuser says democratic party doesnt believe her story,OTH,GRP
52080,#DemocratPartyOfDomesticTerrorists #Fascist #Antifa #FemiNazi   Don't Just #WalkAway RUN! URL,GRP,dont just  run,OTH,GRP
51762,#auspol  I don't know why he is still in his job. Seriously. URL,IND,i dont know why he is still in his job seriously,IND,
71592,#MAGA Tell me ONE good thing #trump has done as #president. I dare you! He is the worst president in history.,IND,tell me one good thing  has done as  i dare you he is the worst president in history,IND,
78688,"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA",GRP,now stall tactics are dc cronies only recourse no more delays   to end this madness and to,OTH,GRP
76135,@USER @USER @USER @USER Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.,IND,beats the hell nj out of me lol dude already made the assumption that im antifa he even ignored all the evidence to make that assumption,IND,
30778,#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻,IND,fuck you all  que florezcan mil baby etchecopar,IND,
22569,"#Antifa are mentally unstable cowards, pretending to be relevant. URL",GRP,are mentally unstable cowards pretending to be relevant,OTH,GRP
48938,@USER @USER And Browning looked like dog shit against the same FCS school. What’s your point?,IND,and browning looked like dog shit against the same fcs school what’s your point,IND,
41438,All two of them taste like ass. URL,GRP,all two of them taste like ass,OTH,GRP
73439,#DespicableDems lie again about rifles. Dem Distorted the Law to Push Gun-Control at Kavanaugh Confirmation URL via @USER,GRP,lie again about rifles dem distorted the law to push guncontrol at kavanaugh confirmation  via,OTH,GRP
